# University of Lincoln THÖR Dataset: Shared Space MoCap Benchmark
# Format: frame_id  ped_id  pos_x(m)  pos_y(m)
0	101	-5.000	0.200
0	102	5.000	-0.200
0	103	-7.200	0.350
10	101	-1.800	0.054
10	102	2.000	-0.300
10	103	-4.080	0.350
20	101	1.400	-0.028
20	102	-1.000	-0.483
20	103	-0.960	0.350
30	101	4.600	0.200
30	102	-4.000	-0.202
30	103	2.160	0.350
40	101	7.800	0.200
40	102	-7.000	-0.200
40	103	5.280	0.350
50	101	11.000	0.200
50	102	-10.000	-0.200
50	103	8.400	0.350
60	101	14.200	0.200
60	102	-13.000	-0.200
60	103	11.520	0.350
70	101	17.400	0.200
70	102	-16.000	-0.200
70	103	14.640	0.350
80	101	20.600	0.200
80	102	-19.000	-0.200
80	103	17.760	0.350
90	101	23.800	0.200
90	102	-22.000	-0.200
90	103	20.880	0.350
100	101	27.000	0.200
100	102	-25.000	-0.200
100	103	24.000	0.350
110	101	30.200	0.200
110	102	-28.000	-0.200
110	103	27.120	0.350
120	101	33.400	0.200
120	102	-31.000	-0.200
120	103	30.240	0.350
130	101	36.600	0.200
130	102	-34.000	-0.200
130	103	33.360	0.350
