# Standardized Official Benchmark Trajectories (Format: frame_id  ped_id  pos_x(m)  pos_y(m))
1	1	-2.829	18.959
11	1	-2.829	18.431
21	1	-2.829	17.902
31	1	-2.808	17.386
41	1	-2.764	16.882
51	1	-2.721	16.379
61	1	-2.771	15.893
71	1	-2.913	15.426
81	1	-3.055	14.959
91	1	-3.202	14.461
101	1	-3.356	13.917
111	1	-3.510	13.373
121	1	-3.592	12.824
131	1	-3.644	12.273
141	1	-3.696	11.722
151	1	-3.730	11.161
161	1	-3.756	10.597
171	1	-3.782	10.032
181	1	-3.865	9.502
191	1	-3.974	8.986
201	1	-4.082	8.470
211	1	-4.186	7.958
221	1	-4.255	7.483
231	1	-4.325	7.008
241	1	-4.395	6.533
251	1	-4.464	6.058
261	1	-4.534	5.583
1	2	-2.284	18.874
11	2	-2.294	18.340
21	2	-2.304	17.807
31	2	-2.290	17.300
41	2	-2.240	16.834
51	2	-2.190	16.368
61	2	-2.189	15.888
71	2	-2.306	15.375
81	2	-2.422	14.862
91	2	-2.557	14.336
101	2	-2.721	13.792
111	2	-2.884	13.247
121	2	-2.972	12.710
131	2	-3.027	12.176
141	2	-3.082	11.642
151	2	-3.115	11.117
161	2	-3.115	10.607
171	2	-3.115	10.097
181	2	-3.137	9.577
191	2	-3.211	9.032
201	2	-3.285	8.487
211	2	-3.348	7.969
221	2	-3.398	7.478
231	2	-3.448	6.986
241	2	-3.514	6.499
251	2	-3.603	6.017
261	2	-3.693	5.535
1	3	-2.284	17.401
11	3	-2.203	16.985
21	3	-2.122	16.568
31	3	-2.041	16.152
41	3	-1.990	15.733
51	3	-1.947	15.314
61	3	-1.903	14.894
71	3	-1.859	14.473
81	3	-1.810	14.047
91	3	-1.762	13.620
101	3	-1.713	13.193
111	3	-1.664	12.766
121	3	-1.633	12.343
131	3	-1.627	11.924
141	3	-1.621	11.506
151	3	-1.616	11.087
161	3	-1.610	10.669
171	3	-1.594	10.276
181	3	-1.576	9.887
191	3	-1.559	9.498
201	3	-1.542	9.109
211	3	-1.496	8.717
221	3	-1.408	8.322
231	3	-1.319	7.927
241	3	-1.231	7.532
251	3	-1.142	7.137
261	3	-0.949	6.792
271	3	-0.756	6.447
281	3	-0.564	6.103
291	3	-0.370	5.788
301	3	-0.175	5.504
1	4	-1.505	17.347
11	4	-1.444	16.891
21	4	-1.383	16.435
31	4	-1.322	15.978
41	4	-1.298	15.547
51	4	-1.298	15.132
61	4	-1.298	14.717
71	4	-1.298	14.303
81	4	-1.298	13.888
91	4	-1.243	13.450
101	4	-1.182	13.010
111	4	-1.122	12.570
121	4	-1.061	12.130
131	4	-1.004	11.699
141	4	-0.960	11.304
151	4	-0.917	10.909
161	4	-0.874	10.513
171	4	-0.831	10.118
181	4	-0.781	9.734
191	4	-0.723	9.369
201	4	-0.664	9.003
211	4	-0.606	8.637
221	4	-0.545	8.296
231	4	-0.480	7.994
241	4	-0.415	7.691
251	4	-0.350	7.389
261	4	-0.286	7.086
271	4	-0.134	6.850
281	4	0.018	6.613
291	4	0.170	6.376
301	4	0.322	6.140
311	4	0.515	5.854
321	4	0.713	5.563
1	5	-2.310	14.107
11	5	-2.366	13.741
21	5	-2.422	13.376
31	5	-2.478	13.011
41	5	-2.559	12.642
51	5	-2.696	12.267
61	5	-2.834	11.891
71	5	-2.971	11.516
81	5	-3.055	11.117
91	5	-3.133	10.715
101	5	-3.211	10.313
111	5	-3.289	9.911
121	5	-3.367	9.509
131	5	-3.427	9.125
141	5	-3.485	8.742
151	5	-3.543	8.359
161	5	-3.602	7.977
171	5	-3.660	7.594
181	5	-3.660	7.243
191	5	-3.660	6.893
201	5	-3.660	6.542
211	5	-3.660	6.192
221	5	-3.660	5.842
231	5	-3.660	5.491
1	6	-3.348	13.456
11	6	-3.397	13.955
21	6	-3.446	14.454
31	6	-3.494	14.953
41	6	-3.495	15.371
51	6	-3.485	15.769
61	6	-3.415	16.135
71	6	-3.256	16.455
81	6	-2.985	16.822
91	6	-2.639	17.222
101	6	-2.293	17.622
111	6	-1.914	17.969
121	6	-1.532	18.310
131	6	-1.150	18.651
141	6	-0.722	18.929
