# Standardized Official Benchmark Trajectories (Format: frame_id  ped_id  pos_x(m)  pos_y(m))
780	1	8.457	3.588
786	1	9.126	3.659
792	1	9.787	3.849
798	1	10.472	3.955
804	1	11.066	4.061
804	2	13.018	5.783
810	1	11.732	4.321
810	2	12.088	5.752
816	1	12.381	4.497
816	2	11.746	5.730
822	2	11.175	5.836
828	2	10.434	5.873
834	3	12.271	6.668
834	2	10.050	6.171
840	3	11.936	6.767
840	2	9.571	6.237
846	5	-1.886	4.379
846	4	-1.711	5.126
846	3	11.448	6.914
846	2	9.084	6.264
846	6	12.163	5.748
852	5	-1.282	4.458
852	4	-1.119	5.106
852	3	10.826	6.798
852	2	8.553	6.374
852	6	11.675	5.850
858	5	-0.695	4.443
858	4	-0.535	5.086
858	3	10.394	6.786
858	2	8.098	6.481
858	6	11.101	5.919
864	5	-0.078	4.243
864	4	0.089	5.020
864	3	9.841	6.861
864	2	7.635	6.548
864	6	10.515	5.909
870	5	0.595	4.227
870	4	0.759	4.998
870	3	9.356	6.851
870	2	7.167	6.616
870	6	9.998	5.895
876	5	1.204	4.167
876	4	1.363	4.932
876	3	8.945	6.796
876	2	6.734	6.641
876	6	9.439	6.003
882	5	1.803	4.109
882	4	1.959	4.868
882	3	8.411	6.870
882	2	6.343	6.706
882	6	8.909	6.030
888	5	2.447	4.094
888	4	2.599	4.848
888	3	7.949	6.858
888	2	5.991	6.768
888	6	8.410	6.015
894	5	3.125	4.035
894	4	3.225	4.784
894	3	7.435	6.807
894	2	5.597	6.918
894	6	7.866	6.084
900	5	3.699	4.022
900	4	3.797	4.766
900	3	6.963	6.836
900	2	5.239	6.982
900	6	7.400	6.149
906	5	4.315	4.053
906	4	4.544	4.699
906	3	6.579	6.984
906	2	5.015	7.038
906	6	6.837	6.136
912	5	4.965	4.038
912	4	5.188	4.679
912	3	6.139	7.011
912	2	4.798	7.222
912	6	6.355	6.161
918	5	5.561	4.068
918	4	5.779	4.704
918	3	5.742	7.078
918	2	4.544	7.580
918	6	5.870	6.228
924	5	6.145	4.054
924	4	6.359	4.686
924	3	5.385	7.142
924	2	4.452	7.586
924	6	5.371	6.168
930	5	6.764	4.040
930	4	6.973	4.666
930	3	5.061	7.036
930	2	4.201	7.303
930	6	4.956	6.104
930	7	12.092	5.868
936	5	7.422	4.151
936	4	7.721	4.934
936	3	4.873	6.962
936	2	4.029	7.529
936	6	4.450	6.129
936	7	11.298	6.026
942	5	8.022	4.178
942	4	8.315	4.954
942	3	4.600	7.021
942	2	3.906	7.795
942	6	3.896	6.243
942	7	10.479	5.990
948	5	8.613	4.204
948	4	8.899	4.974
948	3	4.459	6.987
948	2	3.577	7.818
948	6	3.417	6.180
948	7	9.767	6.107
948	8	-2.588	-0.415
954	5	9.316	4.227
954	4	9.518	5.072
954	3	4.137	7.050
954	2	3.251	7.928
954	6	3.085	6.240
954	7	8.907	5.990
954	8	-2.256	0.177
960	5	9.928	4.291
960	4	10.125	5.129
960	3	3.757	6.986
960	2	2.824	8.002
960	6	2.709	6.391
960	7	8.151	5.864
960	8	-1.674	0.528
966	5	10.451	4.397
966	4	10.644	5.228
966	3	3.423	6.963
966	2	2.340	8.037
966	6	2.365	6.364
966	7	7.385	5.860
966	8	-1.384	0.726
972	5	11.007	4.540
972	4	11.195	5.363
972	3	3.080	6.852
972	2	1.844	7.985
972	6	2.012	6.249
972	7	6.600	5.813
972	8	-0.709	1.070
978	5	11.579	4.325
978	4	11.774	5.455
978	3	2.804	7.043
978	2	1.438	7.881
978	6	1.658	6.177
978	7	5.882	5.677
978	8	-0.358	1.452
984	5	12.078	4.428
984	4	12.230	5.513
984	3	2.237	7.298
984	2	0.970	7.690
984	6	1.255	6.152
984	7	5.110	5.626
984	8	0.284	1.599
990	3	1.781	7.149
990	2	0.539	7.404
990	6	0.898	6.124
990	7	4.312	5.444
990	8	0.820	1.835
996	3	1.320	6.998
996	2	0.107	7.160
996	6	0.479	6.007
996	7	3.553	5.387
996	8	1.240	1.975
1002	3	0.860	6.936
1002	2	-0.323	7.003
1002	6	0.479	6.007
1002	7	2.818	5.195
1002	8	1.763	2.205
1008	3	0.243	6.925
1008	2	-0.679	6.519
1008	6	-0.197	5.992
1008	7	2.075	5.088
1008	8	2.475	2.432
1014	3	-0.282	6.864
1014	2	-1.127	6.265
1014	6	-0.470	5.867
1014	7	1.370	5.022
1014	8	2.929	2.611
1020	3	-0.721	6.659
1020	2	-1.522	6.052
1020	6	-0.753	5.648
1020	7	0.700	4.908
1020	8	3.667	2.830
1026	8	4.086	2.695
1032	8	4.651	2.736
1038	8	5.265	2.950
1044	8	5.868	3.160
1050	9	12.834	4.676
1050	10	12.781	5.295
1050	8	6.498	3.239
1050	12	12.094	6.949
1050	11	12.515	6.193
1056	9	12.834	4.676
1056	10	12.781	5.295
1056	8	7.000	3.571
1056	12	11.678	6.938
1056	11	11.726	6.198
1062	9	12.834	4.676
1062	10	12.781	5.295
1062	8	7.527	3.688
1062	12	11.257	6.927
1062	11	11.449	5.940
1068	9	12.834	4.676
1068	10	12.781	5.295
1068	8	8.092	3.885
1068	12	10.831	6.916
1068	11	11.103	5.958
1068	13	11.986	6.067
1074	9	12.834	4.676
1074	10	12.781	5.295
1074	8	8.686	3.996
1074	12	10.433	6.784
1074	11	10.675	5.980
1074	13	11.647	6.125
1074	14	12.938	6.703
1080	9	12.833	4.637
1080	10	12.781	5.295
1080	8	9.231	4.147
1080	12	10.075	6.727
1080	11	10.287	6.119
1080	13	11.341	6.141
1080	14	12.543	6.996
1086	9	12.831	4.599
1086	10	12.779	5.256
1086	8	9.726	4.297
1086	12	9.666	6.552
1086	11	10.093	6.249
1086	13	10.699	5.623
1086	15	12.853	6.365
1086	14	12.142	7.253
1092	9	12.830	4.560
1092	10	12.816	5.255
1092	8	10.251	4.363
1092	12	9.340	6.491
1092	11	9.771	6.187
1092	13	10.299	5.482
1092	15	12.484	6.386
1092	14	11.839	7.198
1098	9	12.867	4.559
1098	10	12.890	5.252
1098	8	10.732	4.509
1098	12	9.006	6.349
1098	11	9.646	6.113
1098	13	9.855	5.381
1098	15	12.043	6.606
1098	14	11.428	7.381
1104	9	12.903	4.519
1104	10	12.963	5.249
1104	8	11.203	4.573
1104	12	8.673	6.286
1104	11	9.319	6.050
1104	13	9.446	5.277
1104	16	11.742	5.613
1104	15	11.632	6.747
1104	14	11.009	7.490
1104	17	12.684	6.795
1110	8	11.592	4.679
1110	12	8.211	6.230
1110	11	8.865	5.992
1110	13	8.993	5.214
1110	16	11.212	5.795
1110	15	11.252	6.810
1110	14	10.584	7.560
1110	17	12.135	7.062
1110	18	12.813	6.253
1116	8	11.980	4.861
1116	12	7.784	6.129
