# Stanford JRDB Benchmark: Outdoor Quad Plaza (JackRabbot Robot Perspective)
# Format: frame_id  ped_id  pos_x(m)  pos_y(m)
0	10	0.500	0.380
0	11	-0.320	0.600
0	12	0.100	-0.630
0	20	-6.000	4.000
0	21	-5.400	4.500
0	30	5.500	3.800
0	31	6.000	3.200
0	40	-7.000	-2.500
10	10	0.591	0.267
10	11	-0.402	0.700
10	12	0.161	-0.752
10	20	-2.600	1.800
10	21	-2.000	2.300
10	30	2.380	1.400
10	31	2.880	0.800
10	40	0.200	-0.900
20	10	0.424	0.248
20	11	-0.480	0.594
20	12	0.010	-0.694
20	20	0.800	-0.400
20	21	1.400	0.100
20	30	-0.740	-1.000
20	31	-0.240	-1.600
20	40	7.400	0.700
30	10	0.472	0.377
30	11	-0.393	0.500
30	12	0.171	-0.657
30	20	4.200	-2.600
30	21	4.800	-2.100
30	30	-3.860	-3.400
30	31	-3.360	-4.000
30	40	14.600	2.300
40	10	0.599	0.288
40	11	-0.321	0.612
40	12	0.084	-0.769
40	20	7.600	-4.800
40	21	8.200	-4.300
40	30	-6.980	-5.800
40	31	-6.480	-6.400
40	40	21.800	3.900
50	10	0.446	0.233
50	11	-0.412	0.699
50	12	0.052	-0.641
50	20	11.000	-7.000
50	21	11.600	-6.500
50	30	-10.100	-8.200
50	31	-9.600	-8.800
50	40	29.000	5.500
60	10	0.446	0.368
60	11	-0.479	0.583
60	12	0.187	-0.718
60	20	14.400	-9.200
60	21	15.000	-8.700
60	30	-13.220	-10.600
60	31	-12.720	-11.200
60	40	36.200	7.100
70	10	0.599	0.311
70	11	-0.384	0.502
70	12	0.020	-0.732
70	20	17.800	-11.400
70	21	18.400	-10.900
70	30	-16.340	-13.000
70	31	-15.840	-13.600
70	40	43.400	8.700
80	10	0.471	0.223
80	11	-0.322	0.623
80	12	0.131	-0.634
80	20	21.200	-13.600
80	21	21.800	-13.100
80	30	-19.460	-15.400
80	31	-18.960	-16.000
80	40	50.600	10.300
90	10	0.425	0.353
90	11	-0.421	0.697
90	12	0.134	-0.765
90	20	24.600	-15.800
90	21	25.200	-15.300
90	30	-22.580	-17.800
90	31	-22.080	-18.400
90	40	57.800	11.900
100	10	0.591	0.333
100	11	-0.477	0.571
100	12	0.018	-0.670
100	20	28.000	-18.000
100	21	28.600	-17.500
100	30	-25.700	-20.200
100	31	-25.200	-20.800
100	40	65.000	13.500
110	10	0.499	0.220
110	11	-0.375	0.505
110	12	0.186	-0.679
110	20	31.400	-20.200
110	21	32.000	-19.700
110	30	-28.820	-22.600
110	31	-28.320	-23.200
110	40	72.200	15.100
120	10	0.409	0.334
120	11	-0.325	0.634
120	12	0.055	-0.761
120	20	34.800	-22.400
120	21	35.400	-21.900
120	30	-31.940	-25.000
120	31	-31.440	-25.600
120	40	79.400	16.700
130	10	0.576	0.352
130	11	-0.430	0.693
130	12	0.081	-0.632
130	20	38.200	-24.600
130	21	38.800	-24.100
130	30	-35.060	-27.400
130	31	-34.560	-28.000
130	40	86.600	18.300
140	10	0.527	0.223
140	11	-0.473	0.560
140	12	0.174	-0.740
140	20	41.600	-26.800
140	21	42.200	-26.300
140	30	-38.180	-29.800
140	31	-37.680	-30.400
140	40	93.800	19.900
