# UT Austin SCAND Social Robot Navigation Benchmark
# Format: frame_id  ped_id  pos_x(m)  pos_y(m)
0	301	-5.500	-2.000
0	302	-4.800	-2.600
0	303	4.500	2.500
0	304	0.700	3.000
10	301	-2.300	-0.600
10	302	-1.520	-1.200
10	303	1.500	0.900
10	304	0.417	0.800
20	301	0.900	0.800
20	302	1.760	0.200
20	303	-1.500	-0.700
20	304	0.369	-1.400
30	301	4.100	2.200
30	302	5.040	1.600
30	303	-4.500	-2.300
30	304	0.692	-3.600
40	301	7.300	3.600
40	302	8.320	3.000
40	303	-7.500	-3.900
40	304	0.471	-5.800
50	301	10.500	5.000
50	302	11.600	4.400
50	303	-10.500	-5.500
50	304	0.332	-8.000
60	301	13.700	6.400
60	302	14.880	5.800
60	303	-13.500	-7.100
60	304	0.669	-10.200
70	301	16.900	7.800
70	302	18.160	7.200
70	303	-16.500	-8.700
70	304	0.527	-12.400
80	301	20.100	9.200
80	302	21.440	8.600
80	303	-19.500	-10.300
80	304	0.308	-14.600
90	301	23.300	10.600
90	302	24.720	10.000
90	303	-22.500	-11.900
90	304	0.632	-16.800
100	301	26.500	12.000
100	302	28.000	11.400
100	303	-25.500	-13.500
100	304	0.582	-19.000
110	301	29.700	13.400
110	302	31.280	12.800
110	303	-28.500	-15.100
110	304	0.300	-21.200
120	301	32.900	14.800
120	302	34.560	14.200
120	303	-31.500	-16.700
120	304	0.585	-23.400
130	301	36.100	16.200
130	302	37.840	15.600
130	303	-34.500	-18.300
130	304	0.629	-25.600
140	301	39.300	17.600
140	302	41.120	17.000
140	303	-37.500	-19.900
140	304	0.307	-27.800
